"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested at Subgroup Level","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage At or Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage At or Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage At or Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage At or Near Standard","Area 4 Percentage Below Standard"
"09","61903","6005573",,2015,93,"B",199,196,20,4,"1",67,9,"*","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,93,"B",199,196,20,4,"2",67,9,"*","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,93,"B",199,196,20,5,"2",68,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,93,"B",199,196,20,5,"1",68,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,93,"B",199,196,20,13,"1",199,20,"","35","10","45","30","25",20,"35","35","30","30","50","20","15","65","20","26","58","16"
"09","61903","6005573",,2015,93,"B",199,196,20,13,"2",199,20,"","25","20","45","30","25",20,"40","15","45","20","60","20","30","40","30","0","0","0"
"09","61903","6005573",,2015,94,"B",199,196,6,3,"2",64,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,94,"B",199,196,6,3,"1",64,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,94,"B",199,196,6,4,"1",67,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,94,"B",199,196,6,4,"2",67,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,94,"B",199,196,6,5,"2",68,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,94,"B",199,196,6,5,"1",68,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,94,"B",199,196,6,13,"1",199,6,"","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,94,"B",199,196,6,13,"2",199,6,"","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,99,"B",199,196,157,3,"2",64,54,"2400.8","6","26","31","31","37",54,"15","37","48","9","56","35","11","56","33","0","0","0"
"09","61903","6005573",,2015,99,"B",199,196,157,3,"1",64,55,"2392.6","13","13","25","35","40",55,"16","42","42","13","44","44","11","80","9","9","49","42"
"09","61903","6005573",,2015,99,"B",199,196,157,4,"1",67,50,"2432.1","4","26","30","32","38",50,"6","56","38","4","62","34","12","68","20","2","73","24"
"09","61903","6005573",,2015,99,"B",199,196,157,4,"2",67,50,"2440.4","2","20","22","42","36",50,"8","38","54","6","60","34","8","44","48","0","0","0"
"09","61903","6005573",,2015,99,"B",199,196,157,5,"2",68,52,"2480.8","10","12","21","44","35",52,"12","31","58","10","50","40","8","60","33","0","0","0"
"09","61903","6005573",,2015,99,"B",199,196,157,5,"1",68,52,"2506.9","12","37","48","35","17",52,"23","52","25","15","62","23","13","69","17","19","67","13"
"09","61903","6005573",,2015,99,"B",199,196,157,13,"1",199,157,"","10","25","34","34","32",157,"15","50","35","11","55","34","12","73","15","11","62","27"
"09","61903","6005573",,2015,99,"B",199,196,157,13,"2",199,156,"","6","19","25","39","36",156,"12","35","53","8","55","37","9","53","38","0","0","0"
"09","61903","6005573",,2015,111,"B",199,196,46,3,"2",64,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,111,"B",199,196,46,3,"1",64,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,111,"B",199,196,46,4,"1",67,23,"2417.3","4","13","17","39","43",23,"4","52","43","4","57","39","9","70","22","0","70","30"
"09","61903","6005573",,2015,111,"B",199,196,46,4,"2",67,23,"2444.0","4","22","26","48","26",23,"9","52","39","9","57","35","4","57","39","0","0","0"
"09","61903","6005573",,2015,111,"B",199,196,46,5,"2",68,13,"2513.0","31","15","46","23","31",13,"38","15","46","23","54","23","23","46","31","0","0","0"
"09","61903","6005573",,2015,111,"B",199,196,46,5,"1",68,13,"2568.3","38","31","69","31","0",13,"54","46","0","38","46","15","23","62","15","46","54","0"
"09","61903","6005573",,2015,111,"B",199,196,46,13,"1",199,46,"","15","15","30","37","33",46,"20","46","35","15","48","37","13","72","15","14","60","26"
"09","61903","6005573",,2015,111,"B",199,196,46,13,"2",199,46,"","11","22","33","37","30",46,"17","37","46","15","54","30","9","54","37","0","0","0"
"09","61903","6005573",,2015,120,"B",199,196,3,3,"2",64,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,120,"B",199,196,3,3,"1",64,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,120,"B",199,196,3,4,"1",67,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,120,"B",199,196,3,4,"2",67,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,120,"B",199,196,3,5,"2",68,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,120,"B",199,196,3,5,"1",68,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,120,"B",199,196,3,13,"1",199,3,"","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,120,"B",199,196,3,13,"2",199,3,"","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,121,"B",199,196,12,3,"1",64,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,121,"B",199,196,12,3,"2",64,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,121,"B",199,196,12,4,"2",67,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,121,"B",199,196,12,4,"1",67,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,121,"B",199,196,12,5,"1",68,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,121,"B",199,196,12,5,"2",68,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,121,"B",199,196,12,13,"2",199,12,"","0","8","8","25","67",12,"8","17","75","8","33","58","8","50","42","0","0","0"
"09","61903","6005573",,2015,121,"B",199,196,12,13,"1",199,12,"","0","33","33","25","42",12,"8","50","42","0","42","58","8","75","17","18","64","18"
"09","61903","6005573",,2015,128,"B",199,196,39,3,"1",64,7,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,128,"B",199,196,39,3,"2",64,7,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,128,"B",199,196,39,4,"2",67,17,"2360.4","0","6","6","24","71",17,"0","12","88","0","18","82","0","24","76","0","0","0"
"09","61903","6005573",,2015,128,"B",199,196,39,4,"1",67,17,"2347.8","0","0","0","18","82",17,"0","12","88","0","24","76","0","65","35","0","29","71"
"09","61903","6005573",,2015,128,"B",199,196,39,5,"1",68,15,"2392.7","0","0","0","20","80",15,"0","7","93","0","33","67","0","53","47","0","53","47"
"09","61903","6005573",,2015,128,"B",199,196,39,5,"2",68,15,"2389.8","0","0","0","7","93",15,"0","0","100","0","20","80","0","13","87","0","0","0"
"09","61903","6005573",,2015,128,"B",199,196,39,13,"2",199,39,"","0","5","5","15","79",39,"0","10","90","3","15","82","0","33","67","0","0","0"
"09","61903","6005573",,2015,128,"B",199,196,39,13,"1",199,39,"","0","5","5","15","79",39,"3","13","85","0","31","69","5","54","41","0","42","58"
"09","61903","6005573",,2015,142,"B",199,196,43,3,"2",64,15,"2357.1","0","20","20","13","67",15,"13","20","67","7","20","73","7","60","33","0","0","0"
"09","61903","6005573",,2015,142,"B",199,196,43,3,"1",64,15,"2360.9","7","13","20","20","60",15,"13","40","47","7","40","53","0","73","27","7","33","60"
"09","61903","6005573",,2015,142,"B",199,196,43,4,"1",67,18,"2378.7","0","6","6","17","78",18,"0","28","72","0","28","72","0","72","28","0","41","59"
"09","61903","6005573",,2015,142,"B",199,196,43,4,"2",67,18,"2390.3","0","17","17","11","72",18,"0","22","78","0","28","72","0","28","72","0","0","0"
"09","61903","6005573",,2015,142,"B",199,196,43,5,"2",68,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,142,"B",199,196,43,5,"1",68,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,142,"B",199,196,43,13,"1",199,43,"","2","9","12","21","67",43,"5","30","65","5","40","56","0","70","30","2","43","55"
"09","61903","6005573",,2015,142,"B",199,196,43,13,"2",199,43,"","0","14","14","16","70",43,"5","16","79","2","23","74","2","44","53","0","0","0"
"09","61903","6005573",,2015,144,"B",199,196,7,3,"1",64,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,144,"B",199,196,7,3,"2",64,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,144,"B",199,196,7,4,"2",67,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,144,"B",199,196,7,4,"1",67,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,144,"B",199,196,7,5,"1",68,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,144,"B",199,196,7,5,"2",68,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,144,"B",199,196,7,13,"2",199,7,"","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,144,"B",199,196,7,13,"1",199,7,"","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,160,"B",199,196,46,3,"2",64,16,"2361.3","0","19","19","19","63",16,"13","25","63","6","25","69","6","63","31","0","0","0"
"09","61903","6005573",,2015,160,"B",199,196,46,3,"1",64,16,"2361.8","6","13","19","25","56",16,"13","38","50","6","44","50","0","75","25","6","31","63"
"09","61903","6005573",,2015,160,"B",199,196,46,4,"1",67,19,"2380.6","0","5","5","21","74",19,"0","32","68","0","32","68","0","74","26","0","44","56"
"09","61903","6005573",,2015,160,"B",199,196,46,4,"2",67,19,"2391.3","0","16","16","11","74",19,"0","21","79","0","32","68","0","26","74","0","0","0"
"09","61903","6005573",,2015,160,"B",199,196,46,5,"2",68,11,"2409.5","0","0","0","27","73",11,"0","0","100","0","18","82","0","45","55","0","0","0"
"09","61903","6005573",,2015,160,"B",199,196,46,5,"1",68,11,"2417.4","0","9","9","27","64",11,"0","18","82","9","55","36","0","55","45","0","55","45"
"09","61903","6005573",,2015,160,"B",199,196,46,13,"1",199,46,"","2","9","11","24","65",46,"4","30","65","4","41","54","0","70","30","2","42","56"
"09","61903","6005573",,2015,160,"B",199,196,46,13,"2",199,46,"","0","13","13","17","70",46,"4","17","78","2","26","72","2","43","54","0","0","0"
"09","61903","6005573",,2015,180,"B",199,196,132,3,"1",64,45,"2393.7","11","16","27","33","40",45,"16","42","42","11","44","44","16","76","9","9","53","38"
"09","61903","6005573",,2015,180,"B",199,196,132,3,"2",64,44,"2403.6","7","25","32","34","34",44,"14","39","48","11","57","32","11","59","30","0","0","0"
"09","61903","6005573",,2015,180,"B",199,196,132,4,"2",67,40,"2424.5","3","13","15","48","38",40,"8","33","60","8","53","40","8","38","55","0","0","0"
"09","61903","6005573",,2015,180,"B",199,196,132,4,"1",67,40,"2416.3","3","23","25","33","43",40,"5","50","45","5","55","40","8","68","25","0","74","26"
"09","61903","6005573",,2015,180,"B",199,196,132,5,"1",68,47,"2490.1","13","28","40","30","30",47,"21","43","36","13","53","34","11","66","23","19","64","17"
"09","61903","6005573",,2015,180,"B",199,196,132,5,"2",68,47,"2465.5","9","9","17","38","45",47,"11","26","64","9","45","47","6","47","47","0","0","0"
"09","61903","6005573",,2015,180,"B",199,196,132,13,"2",199,131,"","6","15","21","40","39",131,"11","32","57","9","51","40","8","48","44","0","0","0"
"09","61903","6005573",,2015,180,"B",199,196,132,13,"1",199,132,"","9","22","31","32","37",132,"14","45","41","10","51","39","11","70","19","11","63","27"
"09","61903","6005573",,2015,200,"B",199,196,3,5,"2",68,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,200,"B",199,196,3,5,"1",68,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,200,"B",199,196,3,13,"1",199,3,"","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,200,"B",199,196,3,13,"2",199,3,"","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,201,"B",199,196,2,4,"2",67,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,201,"B",199,196,2,4,"1",67,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,201,"B",199,196,2,5,"1",68,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,201,"B",199,196,2,5,"2",68,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,201,"B",199,196,2,13,"2",199,2,"","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,201,"B",199,196,2,13,"1",199,2,"","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,203,"B",199,196,4,3,"1",64,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,203,"B",199,196,4,3,"2",64,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,203,"B",199,196,4,4,"2",67,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,203,"B",199,196,4,4,"1",67,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,203,"B",199,196,4,5,"1",68,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,203,"B",199,196,4,5,"2",68,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,203,"B",199,196,4,13,"2",199,4,"","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,203,"B",199,196,4,13,"1",199,4,"","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,204,"B",199,196,70,3,"2",64,21,"2362.8","0","19","19","19","62",21,"5","24","71","5","29","67","0","67","33","0","0","0"
"09","61903","6005573",,2015,204,"B",199,196,70,3,"1",64,21,"2362.1","10","5","14","24","62",21,"10","38","52","10","24","67","5","76","19","5","43","52"
"09","61903","6005573",,2015,204,"B",199,196,70,4,"1",67,25,"2406.1","4","16","20","24","56",25,"4","36","60","0","56","44","12","68","20","5","48","48"
"09","61903","6005573",,2015,204,"B",199,196,70,4,"2",67,25,"2400.3","0","16","16","20","64",25,"4","16","80","0","44","56","4","24","72","0","0","0"
"09","61903","6005573",,2015,204,"B",199,196,70,5,"2",68,24,"2443.1","4","8","13","38","50",24,"4","25","71","4","38","58","4","54","42","0","0","0"
"09","61903","6005573",,2015,204,"B",199,196,70,5,"1",68,24,"2453.6","0","29","29","33","38",24,"4","42","54","4","63","33","8","63","29","4","71","25"
"09","61903","6005573",,2015,204,"B",199,196,70,13,"1",199,70,"","4","17","21","27","51",70,"6","39","56","4","49","47","9","69","23","5","55","41"
"09","61903","6005573",,2015,204,"B",199,196,70,13,"2",199,70,"","1","14","16","26","59",70,"4","21","74","3","37","60","3","47","50","0","0","0"
"09","61903","6005573",,2015,206,"B",199,196,64,3,"1",64,26,"2400.7","12","23","35","31","35",26,"19","46","35","12","58","31","19","65","15","12","54","35"
"09","61903","6005573",,2015,206,"B",199,196,64,3,"2",64,25,"2402.0","8","24","32","36","32",25,"16","44","40","8","60","32","16","60","24","0","0","0"
"09","61903","6005573",,2015,206,"B",199,196,64,4,"2",67,16,"2415.9","0","13","13","44","44",16,"6","25","69","6","50","44","6","38","56","0","0","0"
"09","61903","6005573",,2015,206,"B",199,196,64,4,"1",67,16,"2403.0","0","31","31","19","50",16,"6","44","50","6","38","56","6","63","31","0","67","33"
"09","61903","6005573",,2015,206,"B",199,196,64,5,"1",68,22,"2471.9","5","23","27","36","36",22,"9","45","45","5","59","36","5","77","18","9","73","18"
"09","61903","6005573",,2015,206,"B",199,196,64,5,"2",68,22,"2448.4","0","9","9","36","55",22,"0","23","77","5","36","59","0","41","59","0","0","0"
"09","61903","6005573",,2015,206,"B",199,196,64,13,"2",199,63,"","3","16","19","38","43",63,"8","32","60","6","49","44","8","48","44","0","0","0"
"09","61903","6005573",,2015,206,"B",199,196,64,13,"1",199,64,"","6","25","31","30","39",64,"13","45","42","8","53","39","11","69","20","8","63","28"
"09","61903","6005573",,2015,207,"B",199,196,5,3,"2",64,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,207,"B",199,196,5,3,"1",64,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,207,"B",199,196,5,5,"1",68,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,207,"B",199,196,5,5,"2",68,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,207,"B",199,196,5,13,"2",199,5,"","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,207,"B",199,196,5,13,"1",199,5,"","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,221,"B",199,196,1,3,"2",64,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,221,"B",199,196,1,3,"1",64,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,221,"B",199,196,1,13,"1",199,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,221,"B",199,196,1,13,"2",199,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,222,"B",199,196,1,5,"1",68,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,222,"B",199,196,1,5,"2",68,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,222,"B",199,196,1,13,"2",199,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,222,"B",199,196,1,13,"1",199,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,223,"B",199,196,4,3,"2",64,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,223,"B",199,196,4,3,"1",64,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,223,"B",199,196,4,4,"1",67,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,223,"B",199,196,4,4,"2",67,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,223,"B",199,196,4,5,"2",68,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,223,"B",199,196,4,5,"1",68,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,223,"B",199,196,4,13,"1",199,4,"","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,223,"B",199,196,4,13,"2",199,4,"","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,224,"B",199,196,6,3,"2",64,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,224,"B",199,196,6,3,"1",64,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,224,"B",199,196,6,4,"1",67,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,224,"B",199,196,6,4,"2",67,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,224,"B",199,196,6,13,"2",199,6,"","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,224,"B",199,196,6,13,"1",199,6,"","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,226,"B",199,196,32,3,"1",64,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,226,"B",199,196,32,3,"2",64,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,226,"B",199,196,32,4,"2",67,15,"2441.2","7","13","20","53","27",15,"13","47","40","7","60","33","7","53","40","0","0","0"
"09","61903","6005573",,2015,226,"B",199,196,32,4,"1",67,15,"2421.3","7","20","27","33","40",15,"7","47","47","7","60","33","7","73","20","0","67","33"
"09","61903","6005573",,2015,226,"B",199,196,32,5,"1",68,11,"2559.3","36","27","64","36","0",11,"45","55","0","36","45","18","18","64","18","45","55","0"
"09","61903","6005573",,2015,226,"B",199,196,32,5,"2",68,11,"2500.0","18","18","36","27","36",11,"27","18","55","18","55","27","27","36","36","0","0","0"
"09","61903","6005573",,2015,226,"B",199,196,32,13,"2",199,32,"","9","19","28","41","31",32,"16","38","47","13","56","31","13","50","38","0","0","0"
"09","61903","6005573",,2015,226,"B",199,196,32,13,"1",199,32,"","16","19","34","34","31",32,"19","47","34","16","50","34","13","72","16","17","52","31"
"09","61903","6005573",,2015,227,"B",199,196,2,4,"2",67,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,227,"B",199,196,2,4,"1",67,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,227,"B",199,196,2,13,"1",199,2,"","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6005573",,2015,227,"B",199,196,2,13,"2",199,2,"","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","6095301",,2015,1,"B",258,253,253,3,"2",95,89,"2433.7","17","31","48","28","24",89,"29","40","30","25","46","29","33","47","20","0","0","0"
"09","61903","6095301",,2015,1,"B",258,253,253,3,"1",95,90,"2420.7","19","25","44","30","26",89,"24","48","28","13","54","33","21","58","20","19","58","22"
"09","61903","6095301",,2015,1,"B",258,253,253,4,"1",79,79,"2458.9","22","20","42","23","35",79,"18","51","32","16","56","28","11","72","16","25","51","24"
"09","61903","6095301",,2015,1,"B",258,253,253,4,"2",79,79,"2456.9","8","30","38","39","23",79,"14","43","43","14","51","35","15","54","30","0","0","0"
"09","61903","6095301",,2015,1,"B",258,253,253,5,"2",84,82,"2465.5","2","22","24","28","48",82,"9","34","57","5","44","51","5","50","45","0","0","0"
"09","61903","6095301",,2015,1,"B",258,253,253,5,"1",84,81,"2501.4","16","35","51","26","23",81,"30","43","27","20","51","30","16","65","19","21","68","11"
"09","61903","6095301",,2015,1,"B",258,253,253,13,"1",258,250,"","19","27","45","27","28",249,"24","47","29","16","53","30","16","65","18","22","59","19"
"09","61903","6095301",,2015,1,"B",258,253,253,13,"2",258,250,"","9","28","37","32","31",250,"18","39","43","15","47","38","18","50","32","0","0","0"
"09","61903","6095301",,2015,3,"B",258,253,133,3,"2",95,51,"2441.7","22","37","59","18","24",51,"33","35","31","29","45","25","33","47","20","0","0","0"
"09","61903","6095301",,2015,3,"B",258,253,133,3,"1",95,52,"2423.8","20","27","47","29","24",51,"27","45","27","14","57","29","25","51","24","16","71","14"
"09","61903","6095301",,2015,3,"B",258,253,133,4,"1",79,34,"2446.9","15","18","32","32","35",34,"12","53","35","9","59","32","12","65","24","18","65","18"
"09","61903","6095301",,2015,3,"B",258,253,133,4,"2",79,34,"2451.6","9","26","35","38","26",34,"18","35","47","15","47","38","12","56","32","0","0","0"
"09","61903","6095301",,2015,3,"B",258,253,133,5,"2",84,46,"2458.3","4","17","22","24","54",46,"11","28","61","4","37","59","4","41","54","0","0","0"
"09","61903","6095301",,2015,3,"B",258,253,133,5,"1",84,45,"2487.2","13","33","47","22","31",45,"22","42","36","18","47","36","11","73","16","16","69","16"
"09","61903","6095301",,2015,3,"B",258,253,133,13,"1",258,131,"","16","27","43","28","29",130,"22","46","32","14","54","32","17","62","21","16","68","15"
"09","61903","6095301",,2015,3,"B",258,253,133,13,"2",258,131,"","12","27","40","25","35",131,"21","33","46","17","43","40","18","47","35","0","0","0"
"09","61903","6095301",,2015,4,"B",258,253,120,3,"2",95,38,"2422.9","11","24","34","42","24",38,"24","47","29","18","47","34","32","47","21","0","0","0"
"09","61903","6095301",,2015,4,"B",258,253,120,3,"1",95,38,"2416.7","18","21","39","32","29",38,"18","53","29","13","50","37","16","68","16","24","42","34"
"09","61903","6095301",,2015,4,"B",258,253,120,4,"1",79,45,"2468.0","27","22","49","16","36",45,"22","49","29","22","53","24","11","78","11","31","40","29"
