"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested with Scores","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage Near Standard","Area 4 Percentage Below Standard"
"09","61903","0110155",,2016,4,"B",103,"102",102,13,"2",103,"102","","35","37","73","20","8","102","44","39","17","46","42","12","44","47","9","0","0","0"
"09","61903","0110155",,2016,6,"B",193,"190",190,3,"1",66,"65","2494.0","55","28","83","14","3","65","49","45","6","57","40","3","49","49","2","32","62","6"
"09","61903","0110155",,2016,6,"B",193,"191",191,3,"2",66,"66","2475.4","26","55","80","17","3","66","50","42","8","50","47","3","44","50","6","0","0","0"
"09","61903","0110155",,2016,6,"B",193,"190",190,4,"1",65,"65","2543.5","62","25","86","9","5","65","54","45","2","60","35","5","32","66","2","49","45","6"
"09","61903","0110155",,2016,6,"B",193,"191",191,4,"2",65,"65","2529.8","40","43","83","11","6","65","54","37","9","48","45","8","51","43","6","0","0","0"
"09","61903","0110155",,2016,6,"B",193,"191",191,5,"2",62,"60","2531.4","30","25","55","30","15","60","42","28","30","32","45","23","33","48","18","0","0","0"
"09","61903","0110155",,2016,6,"B",193,"190",190,5,"1",62,"60","2552.6","45","30","75","15","10","60","37","52","12","47","42","12","37","58","5","47","48","5"
"09","61903","0110155",,2016,6,"B",193,"190",190,13,"1",193,"190","","54","27","82","13","6","190","47","47","6","55","39","6","39","58","3","43","52","6"
"09","61903","0110155",,2016,6,"B",193,"191",191,13,"2",193,"191","","32","41","73","19","8","191","49","36","15","43","46","11","43","47","10","0","0","0"
"09","61903","0110155",,2016,8,"B",1,"1",1,5,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,8,"B",1,"1",1,5,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,8,"B",1,"1",1,13,"1",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,8,"B",1,"1",1,13,"2",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,31,"B",34,"34",34,3,"1",13,"13","2481.5","62","15","77","15","8","13","62","23","15","38","54","8","23","69","8","38","46","15"
"09","61903","0110155",,2016,31,"B",34,"34",34,3,"2",13,"13","2476.5","46","38","85","8","8","13","54","31","15","54","38","8","62","31","8","0","0","0"
"09","61903","0110155",,2016,31,"B",34,"34",34,4,"2",11,"11","2486.3","36","18","55","9","36","11","36","27","36","45","18","36","45","27","27","0","0","0"
"09","61903","0110155",,2016,31,"B",34,"34",34,4,"1",11,"11","2508.1","55","0","55","27","18","11","55","36","9","45","36","18","18","82","0","36","36","27"
"09","61903","0110155",,2016,31,"B",34,"34",34,5,"1",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,31,"B",34,"34",34,5,"2",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,31,"B",34,"34",34,13,"2",34,"34","","41","21","62","21","18","34","41","29","29","47","32","21","50","35","15","0","0","0"
"09","61903","0110155",,2016,31,"B",34,"34",34,13,"1",34,"34","","50","18","68","24","9","34","41","47","12","38","50","12","24","74","3","41","44","15"
"09","61903","0110155",,2016,76,"B",3,"3",3,3,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,76,"B",3,"3",3,3,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,76,"B",3,"3",3,5,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,76,"B",3,"3",3,5,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,76,"B",3,"3",3,13,"1",3,"3","","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,76,"B",3,"3",3,13,"2",3,"3","","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,78,"B",17,"17",17,3,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,78,"B",17,"17",17,3,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,78,"B",17,"17",17,4,"1",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,78,"B",17,"17",17,4,"2",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,78,"B",17,"17",17,5,"2",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,78,"B",17,"17",17,5,"1",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,78,"B",17,"17",17,13,"1",17,"17","","41","24","65","12","24","17","35","41","24","47","35","18","18","76","6","29","59","12"
"09","61903","0110155",,2016,78,"B",17,"17",17,13,"2",17,"17","","24","35","59","24","18","17","41","35","24","24","53","24","24","53","24","0","0","0"
"09","61903","0110155",,2016,79,"B",2,"2",2,4,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,79,"B",2,"2",2,4,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,79,"B",2,"2",2,13,"1",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,79,"B",2,"2",2,13,"2",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,80,"B",163,"161",161,3,"2",59,"59","2479.7","27","56","83","15","2","59","53","42","5","53","46","2","49","46","5","0","0","0"
"09","61903","0110155",,2016,80,"B",163,"160",160,3,"1",59,"58","2495.6","57","28","84","14","2","58","50","45","5","55","43","2","48","52","0","31","64","5"
"09","61903","0110155",,2016,80,"B",163,"160",160,4,"1",51,"51","2546.9","65","22","86","12","2","51","57","43","0","61","37","2","33","65","2","49","45","6"
"09","61903","0110155",,2016,80,"B",163,"161",161,4,"2",51,"51","2532.6","39","45","84","12","4","51","51","41","8","53","41","6","53","41","6","0","0","0"
"09","61903","0110155",,2016,80,"B",163,"161",161,5,"2",53,"51","2533.4","31","27","59","25","16","51","43","27","29","31","45","24","35","49","16","0","0","0"
"09","61903","0110155",,2016,80,"B",163,"160",160,5,"1",53,"51","2557.5","47","31","78","14","8","51","37","53","10","49","41","10","39","55","6","51","45","4"
"09","61903","0110155",,2016,80,"B",163,"160",160,13,"1",163,"160","","56","27","83","13","4","160","48","47","5","55","41","4","41","57","3","43","52","5"
"09","61903","0110155",,2016,80,"B",163,"161",161,13,"2",163,"161","","32","43","76","17","7","161","49","37","14","46","44","10","46","45","9","0","0","0"
"09","61903","0110155",,2016,91,"B",30,"30",30,3,"2",14,"14","2468.7","21","64","86","7","7","14","50","43","7","50","43","7","43","43","14","0","0","0"
"09","61903","0110155",,2016,91,"B",30,"30",30,3,"1",14,"14","2492.8","64","14","79","7","14","14","50","43","7","64","21","14","64","29","7","43","36","21"
"09","61903","0110155",,2016,91,"B",30,"30",30,4,"1",12,"12","2524.7","58","25","83","0","17","12","50","50","0","67","17","17","33","58","8","25","67","8"
"09","61903","0110155",,2016,91,"B",30,"30",30,4,"2",12,"12","2507.4","17","67","83","8","8","12","33","50","17","33","58","8","42","50","8","0","0","0"
"09","61903","0110155",,2016,91,"B",30,"30",30,5,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,91,"B",30,"30",30,5,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,91,"B",30,"30",30,13,"1",30,"30","","53","20","73","10","17","30","43","50","7","57","30","13","43","50","7","33","53","13"
"09","61903","0110155",,2016,91,"B",30,"30",30,13,"2",30,"30","","17","57","73","13","13","30","37","47","17","37","47","17","37","43","20","0","0","0"
"09","61903","0110155",,2016,92,"B",30,"30",30,3,"2",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,92,"B",30,"30",30,3,"1",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,92,"B",30,"30",30,4,"1",13,"13","2522.8","46","31","77","15","8","13","38","54","8","46","46","8","23","77","0","38","54","8"
"09","61903","0110155",,2016,92,"B",30,"30",30,4,"2",13,"13","2526.2","46","31","77","15","8","13","54","38","8","54","31","15","31","62","8","0","0","0"
"09","61903","0110155",,2016,92,"B",30,"30",30,5,"2",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,92,"B",30,"30",30,5,"1",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,92,"B",30,"30",30,13,"1",30,"30","","40","27","67","23","10","30","27","63","10","37","53","10","33","60","7","27","63","10"
"09","61903","0110155",,2016,92,"B",30,"30",30,13,"2",30,"30","","23","43","67","20","13","30","40","40","20","43","37","20","27","63","10","0","0","0"
"09","61903","0110155",,2016,93,"B",81,"80",80,3,"2",20,"20","2475.3","25","50","75","25","0","20","50","35","15","35","65","0","55","40","5","0","0","0"
"09","61903","0110155",,2016,93,"B",81,"80",80,3,"1",20,"20","2501.2","50","45","95","5","0","20","55","40","5","50","50","0","50","50","0","25","75","0"
"09","61903","0110155",,2016,93,"B",81,"80",80,4,"1",23,"23","2547.0","65","26","91","9","0","23","52","48","0","57","43","0","35","65","0","52","48","0"
"09","61903","0110155",,2016,93,"B",81,"80",80,4,"2",23,"23","2531.5","30","52","83","17","0","23","48","48","4","35","65","0","52","48","0","0","0","0"
"09","61903","0110155",,2016,93,"B",81,"80",80,5,"2",38,"37","2538.1","30","30","59","32","8","37","43","35","22","30","54","16","35","54","11","0","0","0"
"09","61903","0110155",,2016,93,"B",81,"80",80,5,"1",38,"37","2559.2","51","27","78","14","8","37","35","57","8","57","30","14","38","59","3","51","46","3"
"09","61903","0110155",,2016,93,"B",81,"80",80,13,"1",81,"80","","55","31","86","10","4","80","45","50","5","55","39","6","40","59","1","45","54","1"
"09","61903","0110155",,2016,93,"B",81,"80",80,13,"2",81,"80","","29","41","70","26","4","80","46","39","15","33","60","8","45","49","6","0","0","0"
"09","61903","0110155",,2016,94,"B",42,"40",40,3,"1",18,"17","2505.5","65","29","94","6","0","17","59","35","6","71","29","0","35","65","0","35","65","0"
"09","61903","0110155",,2016,94,"B",42,"41",41,3,"2",18,"18","2487.9","44","33","78","17","6","18","61","33","6","67","28","6","44","50","6","0","0","0"
"09","61903","0110155",,2016,94,"B",42,"41",41,4,"2",12,"12","2568.3","75","25","100","0","0","12","83","17","0","83","17","0","83","17","0","0","0","0"
"09","61903","0110155",,2016,94,"B",42,"40",40,4,"1",12,"12","2584.9","75","25","100","0","0","12","83","17","0","75","25","0","42","58","0","75","25","0"
"09","61903","0110155",,2016,94,"B",42,"40",40,5,"1",12,"11","2603.1","64","36","100","0","0","11","73","18","9","45","55","0","45","55","0","73","27","0"
"09","61903","0110155",,2016,94,"B",42,"41",41,5,"2",12,"11","2570.5","55","27","82","18","0","11","64","18","18","55","45","0","55","36","9","0","0","0"
"09","61903","0110155",,2016,94,"B",42,"41",41,13,"2",42,"41","","56","29","85","12","2","41","68","24","7","68","29","2","59","37","5","0","0","0"
"09","61903","0110155",,2016,94,"B",42,"40",40,13,"1",42,"40","","68","30","98","3","0","40","70","25","5","65","35","0","40","60","0","58","43","0"
"09","61903","0110155",,2016,99,"B",176,"174",174,3,"2",56,"56","2480.8","30","52","82","16","2","56","54","39","7","54","45","2","50","45","5","0","0","0"
"09","61903","0110155",,2016,99,"B",176,"173",173,3,"1",56,"55","2501.5","60","27","87","11","2","55","55","42","4","58","40","2","45","55","0","35","62","4"
"09","61903","0110155",,2016,99,"B",176,"173",173,4,"1",60,"60","2550.1","63","27","90","8","2","60","57","43","0","62","37","2","33","65","2","52","45","3"
"09","61903","0110155",,2016,99,"B",176,"174",174,4,"2",60,"60","2538.4","43","45","88","10","2","60","57","38","5","52","45","3","53","43","3","0","0","0"
"09","61903","0110155",,2016,99,"B",176,"174",174,5,"2",60,"58","2536.0","31","28","59","29","12","58","43","31","26","33","47","21","34","48","17","0","0","0"
"09","61903","0110155",,2016,99,"B",176,"173",173,5,"1",60,"58","2559.6","48","31","79","12","9","58","40","50","10","50","41","9","38","57","5","50","47","3"
"09","61903","0110155",,2016,99,"B",176,"173",173,13,"1",176,"173","","57","28","86","10","4","173","50","45","5","57","39","4","39","59","2","46","51","3"
"09","61903","0110155",,2016,99,"B",176,"174",174,13,"2",176,"174","","35","41","76","18","5","174","51","36","13","46","45","9","46","45","9","0","0","0"
"09","61903","0110155",,2016,111,"B",161,"158",158,3,"1",54,"53","2497.1","55","30","85","13","2","53","47","49","4","60","38","2","55","45","0","30","66","4"
"09","61903","0110155",,2016,111,"B",161,"159",159,3,"2",54,"54","2476.4","22","57","80","19","2","54","50","44","6","48","50","2","41","54","6","0","0","0"
"09","61903","0110155",,2016,111,"B",161,"159",159,4,"2",54,"54","2538.6","41","48","89","11","0","54","57","39","4","48","50","2","52","46","2","0","0","0"
"09","61903","0110155",,2016,111,"B",161,"158",158,4,"1",54,"54","2550.7","63","30","93","6","2","54","54","46","0","63","35","2","35","63","2","52","46","2"
"09","61903","0110155",,2016,111,"B",161,"158",158,5,"1",53,"51","2557.1","49","27","76","12","12","51","45","43","12","51","37","12","37","57","6","47","47","6"
"09","61903","0110155",,2016,111,"B",161,"159",159,5,"2",53,"51","2533.5","27","31","59","25","16","51","43","29","27","29","47","24","31","49","20","0","0","0"
"09","61903","0110155",,2016,111,"B",161,"159",159,13,"2",161,"159","","30","46","76","18","6","159","50","38","12","42","49","9","42","50","9","0","0","0"
"09","61903","0110155",,2016,111,"B",161,"158",158,13,"1",161,"158","","56","29","85","10","5","158","49","46","5","58","37","5","42","55","3","43","53","4"
"09","61903","0110155",,2016,121,"B",12,"12",12,3,"2",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,121,"B",12,"12",12,3,"1",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,121,"B",12,"12",12,4,"1",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,121,"B",12,"12",12,4,"2",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,121,"B",12,"12",12,5,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,121,"B",12,"12",12,5,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,121,"B",12,"12",12,13,"1",12,"12","","50","8","58","42","0","12","50","42","8","58","42","0","33","67","0","42","33","25"
"09","61903","0110155",,2016,121,"B",12,"12",12,13,"2",12,"12","","33","42","75","0","25","12","50","25","25","42","33","25","33","42","25","0","0","0"
"09","61903","0110155",,2016,128,"B",19,"19",19,3,"2",11,"11","2453.8","9","64","73","18","9","11","36","55","9","27","64","9","18","73","9","0","0","0"
"09","61903","0110155",,2016,128,"B",19,"19",19,3,"1",11,"11","2456.5","36","27","64","27","9","11","27","55","18","45","45","9","64","27","9","18","64","18"
"09","61903","0110155",,2016,128,"B",19,"19",19,4,"1",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,128,"B",19,"19",19,4,"2",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,128,"B",19,"19",19,5,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,128,"B",19,"19",19,5,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,128,"B",19,"19",19,13,"1",19,"19","","32","16","47","32","21","19","21","58","21","37","37","26","42","53","5","16","58","26"
"09","61903","0110155",,2016,128,"B",19,"19",19,13,"2",19,"19","","5","42","47","21","32","19","26","37","37","16","53","32","16","63","21","0","0","0"
"09","61903","0110155",,2016,142,"B",2,"2",2,3,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,142,"B",2,"2",2,3,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,142,"B",2,"2",2,5,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,142,"B",2,"2",2,5,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,142,"B",2,"2",2,13,"2",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,142,"B",2,"2",2,13,"1",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,144,"B",9,"9",9,3,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,144,"B",9,"9",9,3,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,144,"B",9,"9",9,4,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,144,"B",9,"9",9,4,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,144,"B",9,"9",9,5,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,144,"B",9,"9",9,5,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,144,"B",9,"9",9,13,"2",9,"9","","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,144,"B",9,"9",9,13,"1",9,"9","","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,160,"B",2,"2",2,3,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,160,"B",2,"2",2,3,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,160,"B",2,"2",2,5,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,160,"B",2,"2",2,5,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,160,"B",2,"2",2,13,"1",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,160,"B",2,"2",2,13,"2",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,180,"B",192,"190",190,3,"2",66,"66","2475.4","26","55","80","17","3","66","50","42","8","50","47","3","44","50","6","0","0","0"
"09","61903","0110155",,2016,180,"B",192,"189",189,3,"1",66,"65","2494.0","55","28","83","14","3","65","49","45","6","57","40","3","49","49","2","32","62","6"
"09","61903","0110155",,2016,180,"B",192,"189",189,4,"1",65,"65","2543.5","62","25","86","9","5","65","54","45","2","60","35","5","32","66","2","49","45","6"
"09","61903","0110155",,2016,180,"B",192,"190",190,4,"2",65,"65","2529.8","40","43","83","11","6","65","54","37","9","48","45","8","51","43","6","0","0","0"
"09","61903","0110155",,2016,180,"B",192,"190",190,5,"2",61,"59","2533.3","31","25","56","31","14","59","42","29","29","32","46","22","34","49","17","0","0","0"
"09","61903","0110155",,2016,180,"B",192,"189",189,5,"1",61,"59","2555.1","46","31","76","15","8","59","37","53","10","47","42","10","37","58","5","47","49","3"
"09","61903","0110155",,2016,180,"B",192,"189",189,13,"1",192,"189","","54","28","82","13","5","189","47","47","6","55","39","6","40","58","3","43","52","5"
"09","61903","0110155",,2016,180,"B",192,"190",190,13,"2",192,"190","","32","42","74","19","7","190","49","36","15","44","46","11","43","47","9","0","0","0"
"09","61903","0110155",,2016,202,"B",1,"1",1,3,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,202,"B",1,"1",1,3,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,202,"B",1,"1",1,13,"2",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,202,"B",1,"1",1,13,"1",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,204,"B",4,"4",4,3,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,204,"B",4,"4",4,3,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,204,"B",4,"4",4,4,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,204,"B",4,"4",4,4,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,204,"B",4,"4",4,5,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,204,"B",4,"4",4,5,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,204,"B",4,"4",4,13,"1",4,"4","","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,204,"B",4,"4",4,13,"2",4,"4","","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,206,"B",26,"26",26,3,"1",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,206,"B",26,"26",26,3,"2",10,"10","*","*","*","*","*","*","10","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,206,"B",26,"26",26,4,"2",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,206,"B",26,"26",26,4,"1",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,206,"B",26,"26",26,5,"2",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,206,"B",26,"26",26,5,"1",8,"8","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,206,"B",26,"26",26,13,"1",26,"26","","54","19","73","27","0","26","42","50","8","38","62","0","27","73","0","38","50","12"
"09","61903","0110155",,2016,206,"B",26,"26",26,13,"2",26,"26","","46","27","73","15","12","26","46","35","19","54","31","15","62","31","8","0","0","0"
"09","61903","0110155",,2016,207,"B",2,"2",2,3,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,207,"B",2,"2",2,3,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,207,"B",2,"2",2,5,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,207,"B",2,"2",2,5,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,207,"B",2,"2",2,13,"2",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,207,"B",2,"2",2,13,"1",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,222,"B",2,"2",2,3,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,222,"B",2,"2",2,3,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,222,"B",2,"2",2,5,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,222,"B",2,"2",2,5,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,222,"B",2,"2",2,13,"2",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,222,"B",2,"2",2,13,"1",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,224,"B",13,"13",13,3,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,224,"B",13,"13",13,3,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,224,"B",13,"13",13,4,"1",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,224,"B",13,"13",13,4,"2",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,224,"B",13,"13",13,5,"2",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,224,"B",13,"13",13,5,"1",7,"7","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,224,"B",13,"13",13,13,"1",13,"13","","46","23","69","15","15","13","38","46","15","54","38","8","15","85","0","23","69","8"
"09","61903","0110155",,2016,224,"B",13,"13",13,13,"2",13,"13","","23","46","69","23","8","13","46","38","15","23","62","15","23","62","15","0","0","0"
"09","61903","0110155",,2016,225,"B",2,"2",2,4,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
