"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested with Scores","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage Near Standard","Area 4 Percentage Below Standard"
"09","61903","0110155",,2016,225,"B",2,"2",2,4,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,225,"B",2,"2",2,13,"2",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,225,"B",2,"2",2,13,"1",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,226,"B",137,"135",135,3,"2",49,"49","2475.8","22","57","80","18","2","49","51","43","6","51","47","2","43","51","6","0","0","0"
"09","61903","0110155",,2016,226,"B",137,"134",134,3,"1",49,"48","2497.4","56","29","85","13","2","48","48","48","4","60","38","2","52","48","0","31","65","4"
"09","61903","0110155",,2016,226,"B",137,"134",134,4,"1",43,"43","2551.1","65","26","91","7","2","43","56","44","0","63","35","2","37","60","2","51","47","2"
"09","61903","0110155",,2016,226,"B",137,"135",135,4,"2",43,"43","2538.9","40","49","88","12","0","43","53","42","5","53","44","2","53","44","2","0","0","0"
"09","61903","0110155",,2016,226,"B",137,"135",135,5,"2",45,"43","2533.6","28","33","60","23","16","43","44","28","28","28","49","23","33","49","19","0","0","0"
"09","61903","0110155",,2016,226,"B",137,"134",134,5,"1",45,"43","2558.8","49","30","79","12","9","43","44","47","9","51","37","12","40","53","7","51","44","5"
"09","61903","0110155",,2016,226,"B",137,"134",134,13,"1",137,"134","","57","28","85","10","4","134","49","46","4","58","37","5","43","54","3","44","52","4"
"09","61903","0110155",,2016,226,"B",137,"135",135,13,"2",137,"135","","30","47","76","18","6","135","50","38","13","44","47","9","43","48","9","0","0","0"
"09","61903","0110155",,2016,227,"B",7,"7",7,3,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,227,"B",7,"7",7,3,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,227,"B",7,"7",7,4,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,227,"B",7,"7",7,4,"2",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,227,"B",7,"7",7,13,"2",7,"7","","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0110155",,2016,227,"B",7,"7",7,13,"1",7,"7","","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,1,"B",33,"23",19,11,"1",33,"23","2467.8","0","16","16","32","53","19","11","53","37","0","39","61","5","53","42","5","42","53"
"09","61903","0930040",,2016,1,"B",33,"23",19,11,"2",33,"23","2420.9","0","0","0","5","95","19","0","5","95","0","11","89","0","26","74","0","0","0"
"09","61903","0930040",,2016,1,"B",33,"23",19,13,"2",33,"23","","0","0","0","5","95","19","0","5","95","0","11","89","0","26","74","0","0","0"
"09","61903","0930040",,2016,1,"B",33,"23",19,13,"1",33,"23","","0","16","16","32","53","19","11","53","37","0","39","61","5","53","42","5","42","53"
"09","61903","0930040",,2016,3,"B",17,"12",9,11,"2",17,"12","2407.9","0","0","0","11","89","9","0","11","89","0","11","89","0","22","78","0","0","0"
"09","61903","0930040",,2016,3,"B",17,"12",10,11,"1",17,"12","2453.4","0","20","20","20","60","10","20","50","30","0","10","90","10","40","50","10","50","40"
"09","61903","0930040",,2016,3,"B",17,"12",10,13,"1",17,"12","","0","20","20","20","60","10","20","50","30","0","10","90","10","40","50","10","50","40"
"09","61903","0930040",,2016,3,"B",17,"12",9,13,"2",17,"12","","0","0","0","11","89","9","0","11","89","0","11","89","0","22","78","0","0","0"
"09","61903","0930040",,2016,4,"B",16,"11",10,11,"2",16,"11","2432.7","0","0","0","0","100","10","0","0","100","0","10","90","0","30","70","0","0","0"
"09","61903","0930040",,2016,4,"B",16,"11",9,11,"1",16,"11","2483.9","0","11","11","44","44","9","0","56","44","0","75","25","0","67","33","0","33","67"
"09","61903","0930040",,2016,4,"B",16,"11",9,13,"1",16,"11","","0","11","11","44","44","9","0","56","44","0","75","25","0","67","33","0","33","67"
"09","61903","0930040",,2016,4,"B",16,"11",10,13,"2",16,"11","","0","0","0","0","100","10","0","0","100","0","10","90","0","30","70","0","0","0"
"09","61903","0930040",,2016,6,"B",25,"17",13,11,"1",25,"17","2476.9","0","15","15","46","38","13","8","69","23","0","42","58","0","69","31","0","46","54"
"09","61903","0930040",,2016,6,"B",25,"17",14,11,"2",25,"17","2437.7","0","0","0","7","93","14","0","7","93","0","14","86","0","36","64","0","0","0"
"09","61903","0930040",,2016,6,"B",25,"17",14,13,"2",25,"17","","0","0","0","7","93","14","0","7","93","0","14","86","0","36","64","0","0","0"
"09","61903","0930040",,2016,6,"B",25,"17",13,13,"1",25,"17","","0","15","15","46","38","13","8","69","23","0","42","58","0","69","31","0","46","54"
"09","61903","0930040",,2016,7,"B",7,"6",4,11,"1",7,"6","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,7,"B",7,"5",4,11,"2",7,"5","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,7,"B",7,"5",4,13,"2",7,"5","","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,7,"B",7,"6",4,13,"1",7,"6","","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,31,"B",27,"18",14,11,"1",27,"18","2473.7","0","14","14","36","50","14","7","57","36","0","46","54","7","50","43","7","29","64"
"09","61903","0930040",,2016,31,"B",27,"18",15,11,"2",27,"18","2414.1","0","0","0","0","100","15","0","0","100","0","7","93","0","27","73","0","0","0"
"09","61903","0930040",,2016,31,"B",27,"18",15,13,"2",27,"18","","0","0","0","0","100","15","0","0","100","0","7","93","0","27","73","0","0","0"
"09","61903","0930040",,2016,31,"B",27,"18",14,13,"1",27,"18","","0","14","14","36","50","14","7","57","36","0","46","54","7","50","43","7","29","64"
"09","61903","0930040",,2016,74,"B",4,"3",3,11,"2",4,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,74,"B",4,"3",2,11,"1",4,"3","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,74,"B",4,"3",2,13,"1",4,"3","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,74,"B",4,"3",3,13,"2",4,"3","","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,75,"B",1,"0",0,11,"1",1,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,75,"B",1,"1",0,11,"2",1,"1","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,75,"B",1,"1",0,13,"2",1,"1","","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,75,"B",1,"0",0,13,"1",1,"0","","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,76,"B",1,"0",0,11,"1",1,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,76,"B",1,"0",0,11,"2",1,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,76,"B",1,"0",0,13,"2",1,"0","","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,76,"B",1,"0",0,13,"1",1,"0","","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,78,"B",15,"11",9,11,"1",15,"11","2434.3","0","11","11","11","78","9","11","33","56","0","33","67","11","22","67","11","44","44"
"09","61903","0930040",,2016,78,"B",15,"10",8,11,"2",15,"10","*","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,78,"B",15,"10",8,13,"2",15,"10","","*","*","*","*","*","8","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,78,"B",15,"11",9,13,"1",15,"11","","0","11","11","11","78","9","11","33","56","0","33","67","11","22","67","11","44","44"
"09","61903","0930040",,2016,80,"B",10,"8",7,11,"2",10,"8","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,80,"B",10,"8",7,11,"1",10,"8","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,80,"B",10,"8",7,13,"1",10,"8","","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,80,"B",10,"8",7,13,"2",10,"8","","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,90,"B",3,"1",1,11,"2",3,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,90,"B",3,"2",1,11,"1",3,"2","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,90,"B",3,"2",1,13,"1",3,"2","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,90,"B",3,"1",1,13,"2",3,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,91,"B",12,"10",9,11,"1",12,"10","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,91,"B",12,"10",9,11,"2",12,"10","*","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,91,"B",12,"10",9,13,"2",12,"10","","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,91,"B",12,"10",9,13,"1",12,"10","","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,92,"B",2,"2",2,11,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,92,"B",2,"2",2,11,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,92,"B",2,"2",2,13,"1",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,92,"B",2,"2",2,13,"2",2,"2","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,93,"B",2,"1",0,11,"2",2,"1","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,93,"B",2,"0",0,11,"1",2,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,93,"B",2,"0",0,13,"1",2,"0","","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,93,"B",2,"1",0,13,"2",2,"1","","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,99,"B",28,"18",15,11,"2",28,"18","2435.8","0","0","0","7","93","15","0","7","93","0","13","87","0","33","67","0","0","0"
"09","61903","0930040",,2016,99,"B",28,"18",14,11,"1",28,"18","2486.4","0","21","21","36","43","14","14","50","36","0","54","46","7","57","36","7","29","64"
"09","61903","0930040",,2016,99,"B",28,"18",14,13,"1",28,"18","","0","21","21","36","43","14","14","50","36","0","54","46","7","57","36","7","29","64"
"09","61903","0930040",,2016,99,"B",28,"18",15,13,"2",28,"18","","0","0","0","7","93","15","0","7","93","0","13","87","0","33","67","0","0","0"
"09","61903","0930040",,2016,111,"B",6,"5",5,11,"1",6,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,111,"B",6,"5",4,11,"2",6,"5","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,111,"B",6,"5",4,13,"2",6,"5","","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,111,"B",6,"5",5,13,"1",6,"5","","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,121,"B",14,"9",7,11,"1",14,"9","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,121,"B",14,"9",7,11,"2",14,"9","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,121,"B",14,"9",7,13,"2",14,"9","","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,121,"B",14,"9",7,13,"1",14,"9","","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,128,"B",5,"5",4,11,"2",5,"5","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,128,"B",5,"5",5,11,"1",5,"5","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,128,"B",5,"5",5,13,"1",5,"5","","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,128,"B",5,"5",4,13,"2",5,"5","","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,142,"B",8,"6",6,11,"1",8,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,142,"B",8,"6",5,11,"2",8,"6","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,142,"B",8,"6",5,13,"2",8,"6","","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,142,"B",8,"6",6,13,"1",8,"6","","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,144,"B",1,"0",0,11,"1",1,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,144,"B",1,"0",0,11,"2",1,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,144,"B",1,"0",0,13,"2",1,"0","","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,144,"B",1,"0",0,13,"1",1,"0","","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,160,"B",8,"6",5,11,"2",8,"6","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,160,"B",8,"6",6,11,"1",8,"6","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,160,"B",8,"6",6,13,"1",8,"6","","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,160,"B",8,"6",5,13,"2",8,"6","","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,180,"B",18,"12",10,11,"2",18,"12","2455.5","0","0","0","10","90","10","0","10","90","0","20","80","0","50","50","0","0","0"
"09","61903","0930040",,2016,180,"B",18,"11",9,11,"1",18,"11","2486.0","0","11","11","56","33","9","11","67","22","0","38","63","0","78","22","0","33","67"
"09","61903","0930040",,2016,180,"B",18,"11",9,13,"1",18,"11","","0","11","11","56","33","9","11","67","22","0","38","63","0","78","22","0","33","67"
"09","61903","0930040",,2016,180,"B",18,"12",10,13,"2",18,"12","","0","0","0","10","90","10","0","10","90","0","20","80","0","50","50","0","0","0"
"09","61903","0930040",,2016,200,"B",4,"3",3,11,"2",4,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,200,"B",4,"3",2,11,"1",4,"3","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,200,"B",4,"3",2,13,"1",4,"3","","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,200,"B",4,"3",3,13,"2",4,"3","","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,201,"B",1,"1",0,11,"2",1,"1","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,201,"B",1,"0",0,11,"1",1,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,201,"B",1,"0",0,13,"1",1,"0","","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,201,"B",1,"1",0,13,"2",1,"1","","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,202,"B",1,"0",0,11,"2",1,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,202,"B",1,"0",0,11,"1",1,"0","*","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,202,"B",1,"0",0,13,"1",1,"0","","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,202,"B",1,"0",0,13,"2",1,"0","","*","*","*","*","*","0","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,204,"B",11,"7",5,11,"1",11,"7","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,204,"B",11,"6",5,11,"2",11,"6","*","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,204,"B",11,"6",5,13,"2",11,"6","","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,204,"B",11,"7",5,13,"1",11,"7","","*","*","*","*","*","5","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,206,"B",9,"7",6,11,"1",9,"7","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,206,"B",9,"7",6,11,"2",9,"7","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,206,"B",9,"7",6,13,"2",9,"7","","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,206,"B",9,"7",6,13,"1",9,"7","","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,224,"B",4,"4",3,11,"2",4,"4","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,224,"B",4,"4",4,11,"1",4,"4","*","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,224,"B",4,"4",4,13,"1",4,"4","","*","*","*","*","*","4","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,224,"B",4,"4",3,13,"2",4,"4","","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,226,"B",1,"1",1,11,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,226,"B",1,"1",1,11,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"09","61903","0930040",,2016,226,"B",1,"1",1,13,"1",1,"1","","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
